joint1,joint2,joint3,joint4,joint5,joint6,joint7,joint8,joint9,joint10,joint11,joint12
4.324392,7.358467,8.275017,6.380201,4.0903354,10.051216,10.988378,9.237616,9.135565,10.909772,9.150784,9.605356
22.023514,14.4155655,13.467673,11.352917,19.63131,12.4399185,17.639538,10.289273,8.358575,13.299427,13.724779,16.383759
5.514837,7.091271,4.326015,5.088107,8.1923895,5.438546,5.207443,6.718388,3.8066273,7.323545,8.707092,8.932463
14.208196,17.00895,11.034195,9.878446,16.38368,16.776993,10.213045,10.757662,17.345858,15.609517,16.231552,12.847985
6.401688,7.4017763,5.9385138,8.775493,2.477946,3.8161774,6.1994267,8.899478,5.463637,4.9816093,11.32362,12.590375
7.189608,16.119764,13.275704,14.135382,7.3218064,13.485859,12.217127,11.808979,9.020466,6.7372546,12.271539,14.756251
21.212317,19.005913,15.678608,11.814184,10.322439,16.016333,10.412589,13.220244,11.044986,9.415378,10.515395,19.339975
10.452826,16.772074,6.94257,4.480326,11.919876,9.956415,8.894357,8.29548,7.9601336,6.662847,10.971702,8.907936
8.109081,14.105654,9.325692,11.82409,10.987227,13.242946,15.664653,11.851997,7.842629,8.434811,17.870445,16.532032
7.6718354,15.197715,10.097134,13.504236,5.919334,13.957925,10.553131,12.876353,9.225219,6.9964724,14.489771,16.835815
20.60616,19.619053,9.830479,11.332294,11.283336,13.585077,9.747833,11.126854,10.889912,9.547656,12.5120535,18.145449
5.606919,10.311777,7.119281,3.7891073,13.466439,7.7363114,5.805972,11.01496,6.5468116,13.145848,7.3035755,10.872403
14.825516,13.7546,12.66946,8.668588,12.370511,7.470528,9.702407,15.060167,6.299423,9.873343,13.316793,11.336912
14.2525835,16.443052,11.809384,10.028617,9.961486,9.022314,9.184134,12.119559,8.651685,7.5401793,12.214506,12.997813
18.378784,18.949743,17.20572,18.231586,11.756627,9.918341,8.361147,14.829656,6.8127165,11.400364,16.328985,20.123823
29.731482,30.09118,21.041578,21.397697,24.066156,15.828002,21.186707,12.436964,14.945927,13.939342,20.070076,17.05591
5.927376,4.5927825,7.1734433,2.143067,4.2573967,6.309937,3.70503,4.1045985,10.282752,3.2720876,5.6030064,6.267193
14.648997,22.489315,8.50055,8.4644,14.928441,8.587941,6.7365007,11.969574,5.3072195,10.719023,10.974303,19.941483
6.712949,5.0686135,4.0553985,6.139063,3.6061852,4.630623,4.6179204,1.4243081,2.5652003,4.0572047,2.1365352,1.0663409
15.385831,25.479074,10.1033,9.997199,11.899024,9.183216,5.583304,13.771714,11.871977,12.452537,13.104711,16.743145
18.944107,12.122795,9.977688,8.602364,15.882606,10.392036,11.390068,10.633502,9.323888,14.849212,9.040896,18.661112
6.8577867,14.905583,5.7889624,10.246689,6.102567,7.77543,8.88176,7.7776084,4.3048205,8.576347,10.174355,12.085133
