joint1,joint2,joint3,joint4,joint5,joint6,joint7,joint8,joint9,joint10,joint11,joint12
7.22886,7.2710415,7.4016353,7.4550377,7.1865483,7.211042,7.2476245,7.3676134,7.3037997,8.4997755,7.2233034,7.5197865
7.481328,7.2774364,7.321412,7.297604,7.297866,7.2366544,7.2399217,7.2348763,7.284948,7.206851,8.134082,7.240062
7.234746,7.2086802,7.299319,7.3457013,6.7044917,7.23781,6.7188464,7.202438,7.20022,7.2161447,7.4303638,7.232862
7.2191077,7.2919045,7.3014256,7.2663985,7.265033,7.2381364,7.167199,7.2708603,7.288825,7.2278677,7.764125,7.2138663
4.4798943,6.354566,6.6075884,7.3317977,5.2385465,5.104535,4.273682,4.961072,7.200158,7.583724,7.4591533,7.2775265
7.23554,7.22266,7.2711426,7.62347,7.194464,7.2351833,7.2225276,7.4962984,7.3824254,7.2102076,7.238911,7.656966
7.2576705,7.1908685,7.32682,7.288029,7.208502,7.2186934,7.241004,7.302591,7.200233,7.203306,7.3882576,7.209925
7.211287,7.209611,7.2256905,7.219083,7.20148,5.4043075,7.193784,7.227885,7.710635,7.4280163,7.247885,7.2287975
5.6726323,5.230959,5.23391,6.2773224,3.1409217,2.3481835,3.343578,5.0544597,7.2002197,7.214698,7.2185274,7.2707845
7.254612,7.3395763,7.3117577,7.4589454,6.3974663,7.2149664,7.2711187,7.248121,7.200229,7.2112757,7.2481485,7.232694
7.2328735,7.2767135,7.2872373,7.542194,6.6995517,6.694163,4.2347203,7.19177,7.200282,7.2128182,7.218753,7.2164193
7.202722,7.2119804,7.339296,7.842998,7.204323,6.8036276,7.210587,7.183303,7.2364985,7.2100225,7.424871,7.969548
4.357587,7.27552,7.4201714,7.224447,5.6890484,7.2224904,6.069311,7.2001105,7.200209,7.2071258,7.5692864,7.229174
7.1025077,7.3277184,7.261339,7.2770067,7.212925,7.233682,7.182814,7.2486173,7.2001787,7.213358,7.402156,7.4133974
7.2385374,7.2637635,7.279896,7.344643,7.207514,7.2512475,7.215978,7.420722,7.2002927,7.2383166,7.344214,7.305427
7.240636,7.2215606,7.322199,7.378698,6.9016806,7.2276317,7.650387,7.449013,7.4216577,7.216765,7.2772103,7.374497
6.0314227,7.260668,5.489094,7.2679635,7.2382704,7.191113,5.421531,7.2121287,7.2002507,7.224493,7.354155,7.242199
7.5071465,7.274441,7.310414,7.301836,7.2632185,7.2372013,5.5075546,7.311988,7.2414204,7.225164,7.2326985,7.2333704
7.2013293,5.5104195,7.1878687,7.1434,7.194318,2.805326,4.3851276,7.1925727,7.2461787,7.175339,7.2714706,7.2180687
7.3281885,7.2770587,8.0485235,7.4606324,7.199871,7.213359,7.2670904,7.455454,7.200298,7.2250935,7.2103506,7.2213446
7.21768,6.517973,7.161746,7.230886,4.307492,7.2570535,4.654032,7.1558667,7.473071,7.2078663,7.314651,7.2342607
6.9322096,7.1386543,7.299155,7.215508,5.064834,5.8658978,6.1015926,4.5393854,7.2002526,7.231049,7.3069073,7.2336174
7.2021085,7.3182174,7.3195363,7.2862903,7.4361287,7.5025393,7.2007566,7.2557965,7.5327865,7.2137114,7.382377,7.25886
7.2677775,7.27823,7.23554,7.301187,7.229855,7.2501374,7.2124077,7.239389,7.306619,7.203527,7.2461377,7.2357994
7.190964,7.1913343,7.2454177,6.444457,6.2477194,4.1961394,7.2074066,3.5369082,7.1816455,6.5190946,7.211778,8.007278
6.9914633,7.2136436,7.3210455,7.2413093,7.198531,5.564658,7.2161127,5.667819,7.200266,7.215152,7.276777,7.3661705
4.24135,5.5008155,4.075416,6.658695,3.011732,5.479066,6.9165417,5.4754396,7.2846275,7.1998373,8.023939,7.2256094
7.172219,6.752399,4.039703,7.49567,5.947293,4.05384,6.8124043,7.2990027,7.2002574,7.217598,7.943704,7.254697
7.2010313,7.2576495,7.3948527,7.2802063,7.20117,7.216649,7.1990314,6.175081,7.2002283,7.2293936,7.3129474,7.414558
7.2000495,5.894456,7.324559,7.581816,7.190891,6.090241,7.245123,5.1682383,7.2002517,7.22159,7.36851,7.238687
6.835925,7.2489296,7.2629386,5.138402,6.047328,5.5274087,7.1770335,5.259092,7.2001577,7.242708,7.2060987,7.2252966
7.290238,7.3279816,7.3043986,7.293982,7.263945,7.292972,7.2557016,7.258372,7.200375,7.2085043,7.2807933,7.2593823
7.205044,7.2947193,7.2647964,7.494161,6.351898,7.197408,7.217228,7.2713862,7.2002274,7.221619,7.221114,7.2293178
5.4611803,7.2293693,7.2332965,7.234095,4.412726,7.247232,7.1908117,7.21787,7.200256,7.192905,7.2447725,7.2188254
7.2954546,7.3154512,7.216354,7.1859323,6.7101394,7.2459017,5.716405,7.1929966,7.2001964,7.215129,7.233748,7.3076135
7.2549945,7.2067576,7.1743785,7.259991,7.203996,4.9122106,5.525993,7.223591,7.2002283,7.3379208,7.4797517,7.2557655
7.1751867,4.4598475,7.322921,7.206766,6.616693,6.5680552,5.2390266,7.2149626,7.2002474,7.22047,7.2166167,7.262251
7.619539,7.2734877,7.2988893,7.4311048,7.2008368,7.2302767,7.252009,7.2029143,7.200323,7.22707,7.3076545,7.3764897
7.161417,6.8416205,6.9493843,7.174054,5.285822,4.1644217,3.844542,3.600366,7.2002016,7.2392097,7.359657,7.3472415
7.621802,7.590052,7.244293,7.308145,6.860736,7.3188864,7.1953803,7.3618146,7.898308,7.37385,7.3469325,7.225796
7.2271143,7.289052,7.406286,7.5725814,7.209673,7.2647773,7.327136,7.4076186,7.582386,7.2130342,7.2439133,7.2868706
7.2392317,7.332156,7.323817,7.448992,7.2145377,7.254705,7.251314,7.255435,7.200269,7.213641,7.231528,7.2398573
7.203242,7.1724607,7.3593493,7.2587214,3.2037593,7.2159873,6.7822157,5.4069944,7.2002326,7.212641,11.310029,7.3211475
7.198292,7.3878337,7.2478515,7.271346,3.455059,7.277023,7.2110873,7.2073484,7.2002355,7.208704,7.215242,7.2713333
7.2910167,7.4190312,7.2950145,7.233251,7.4762465,7.256463,7.2285777,7.2265426,7.3753577,7.573935,7.340156,7.252363
7.2386623,7.278699,7.3981973,7.551539,7.1758705,7.2158843,7.1983043,7.599962,7.2003237,7.2097255,7.4175855,7.246307
7.29219,7.3159877,7.2924887,7.274478,7.2385365,7.2036325,7.220152,7.2579537,7.200239,7.384048,9.374284,7.3145743
7.500028,6.942305,5.9597794,7.1790076,6.163655,6.5886956,5.3804985,5.616464,7.772598,7.3046866,7.414456,7.298522
7.2508555,7.193096,7.29451,7.2646733,7.2133313,7.2332474,7.201407,7.296101,7.2721706,7.222201,7.3983027,7.226468
7.0614615,7.1987945,7.2310925,7.267095,7.260355,7.250832,5.6637746,7.263258,7.2415687,7.2138725,7.2181474,7.22356
7.5790163,7.2473565,7.170808,6.891032,7.2700225,7.207174,7.071174,7.2536975,7.690636,7.298228,7.2065164,7.3076125
7.31208,7.1648694,7.161544,7.128977,3.3110534,5.640009,3.945033,6.052836,7.2002507,7.2127353,7.2178765,7.238652
7.209555,7.220346,7.3424583,7.5498425,5.687377,7.204758,7.299915,7.359844,7.2003294,7.227851,7.204427,7.2499233
7.2155653,7.2116004,7.2182427,8.09748,7.233411,7.2077495,5.154998,7.5860888,7.2002417,7.2120057,7.2235313,7.2422276
7.200282,7.216774,7.24531,7.1127106,3.3680128,4.996723,6.8224536,3.7948256,7.273154,7.2237473,7.224739,7.3490177
7.231622,7.4812046,7.2497774,7.2427393,7.2962585,7.237144,7.2010714,7.240401,7.2002183,7.2929226,7.258436,7.2256247
8.569617,7.3562275,7.320526,7.4889585,7.253787,7.213274,7.223206,7.259906,7.4720984,7.3213764,8.985533,7.2343346
7.234346,7.4744597,7.2590714,7.317216,5.54583,7.2505666,7.018196,7.1991573,7.805296,7.3209196,7.3586317,7.234449
7.274494,7.2716022,7.447569,7.3370787,7.2176624,7.2213627,7.2851826,7.2612816,7.2130013,7.277276,8.334018,7.230998
4.76481,7.215698,5.970407,5.691421,3.865261,4.4294787,7.185005,3.721723,7.33089,7.2260586,7.357503,7.2421638
7.223444,7.2552243,7.29758,7.242484,7.2015825,7.0977603,6.357234,4.034078,7.2002407,7.218495,7.379686,7.221617
5.8862163,6.54806,5.226213,7.2835814,4.636178,7.2472516,3.522817,7.223657,7.948171,7.235423,7.2026797,7.2144705
7.371481,7.3415686,7.247066,7.247384,7.154932,7.2631227,7.1714674,7.20149,7.2575174,7.2269026,7.370544,7.2742325
6.945148,4.990306,3.3346327,4.928912,7.2226497,3.3116237,7.460989,2.9293247,7.2001954,7.19145,7.23096,7.23663
7.2194115,7.096777,7.099513,7.2388597,5.012884,6.6350566,5.673538,7.2552734,7.200196,6.0892488,7.3232604,7.2210346
7.166875,6.928446,5.314464,6.109067,3.4158884,7.2096215,3.802371,3.2386755,7.2001325,7.2026835,7.2555157,7.2326656
3.661711,6.6194116,6.6611973,3.0584682,7.0606442,7.2504726,5.4041673,6.8367964,7.2001744,7.2055894,7.224225,7.2055574
7.4470087,6.233438,4.4534255,5.7927223,7.2141214,4.9522363,4.0823546,5.8727447,7.2001816,7.213577,7.235094,7.234585
7.185122,6.8938356,7.2193542,6.553499,3.2083815,5.7295667,7.1987163,7.2165724,7.200152,7.203397,7.242058,7.222069
7.248006,7.2726637,7.395865,7.30451,6.1196733,7.0735236,6.7263685,7.531822,7.917108,7.72645,7.382923,7.233649
7.266715,7.3375226,7.202264,7.30325,7.327359,7.286357,7.220851,7.242068,7.3029777,7.2875095,7.475041,7.240543
7.935138,7.339923,7.2893983,7.2960855,7.790357,7.3775965,7.2207304,7.2630516,7.4548555,7.2565933,7.219819,7.2736317
7.1299683,7.257575,7.334497,6.8972307,6.851662,6.7555886,7.2054277,5.946696,7.2002727,7.2078744,8.183076,7.501082
7.158141,7.3825785,7.2027417,7.1994635,7.187703,5.4332767,5.3765465,7.277153,7.2001477,8.150253,7.36601,7.292869
7.370007,7.2529765,7.235906,7.248833,7.5566894,7.254587,7.202405,7.336443,7.641899,7.258222,9.433243,7.859883
7.1995984,7.2977634,7.260743,7.2540537,6.4805075,5.0198627,5.5992313,4.6002594,7.2500497,7.230724,7.242881,8.187632
7.2927247,6.476156,7.028028,7.233873,7.2388025,3.8304316,4.7967325,7.210719,7.200193,5.6508814,7.2094193,7.2124644
6.3518125,7.233749,5.2061535,7.2656847,7.1679684,5.2835437,6.987205,5.100373,7.3706127,9.159547,7.2284385,7.219615
7.248734,7.240635,7.2762815,7.2704826,7.2071835,7.2167393,6.518904,7.227368,7.201262,7.2217027,7.3485104,7.2206765
7.215629,6.9384376,6.939058,7.2080523,3.9995943,7.2046553,5.4564243,7.069778,7.2620307,7.2071463,7.4142285,7.2970396
7.3106004,7.285662,7.3695084,7.2675577,7.2670613,7.2972976,7.2462893,7.234155,7.2196146,7.620533,7.217667,7.329211
7.2101894,7.2133604,6.381862,7.1482626,5.4053756,4.027732,2.9005962,6.890722,7.2001616,7.2037683,6.266138,7.220785
7.1981674,5.5289637,4.8327247,5.4676367,6.2110697,4.815865,4.3474647,7.2019773,7.2003246,7.2171594,7.212594,7.2440578
7.224514,6.252471,6.7327944,7.258353,4.7118045,4.9434243,6.983186,5.6366993,7.213958,7.2103597,7.3184906,7.290088
7.206658,7.193068,7.2732697,7.216315,7.2094656,7.213598,7.2516495,7.2622925,7.2001835,7.221657,7.472778,7.2285095
7.2259665,7.2420794,7.2419325,7.19241,7.2072855,7.3065883,6.2032157,7.2052475,7.278379,7.219309,8.463595,7.2621304
7.3073593,7.4930473,6.9367214,7.167915,7.200028,5.975766,4.489733,7.190136,7.200242,7.3869897,7.311258,7.4798428
7.310197,7.270376,7.1288715,7.2955867,5.670191,7.234826,7.2056857,7.2257143,8.819034,7.2206164,7.2050987,7.237593
7.2309266,7.1863576,7.3019405,7.407065,6.2383705,7.2078606,5.5456797,7.354903,7.30848,7.213272,7.3686863,7.2783032
7.226873,7.271319,7.3575703,7.2285796,7.2009574,7.2180005,7.017059,7.217007,7.200219,7.2134768,7.525853,8.058345
5.592298,7.299045,6.815831,5.5809046,4.214286,3.607356,6.2701193,3.6371814,7.2042647,7.1408516,7.5776783,7.316831
5.7968527,5.902606,4.9141913,7.1854907,2.9736215,5.5252667,3.432144,2.1783212,7.2001935,7.2080422,7.1852256,7.221227
6.306643,7.2572313,6.9009315,7.1809717,3.3855432,4.8744226,3.5497476,4.632747,7.2002183,7.188944,7.451143,7.2517086
7.1801096,6.818014,7.259317,6.5796944,7.2021285,5.2354685,5.115964,5.5553847,7.200177,7.2054654,7.2682777,7.204176
7.206755,7.267494,7.3150245,7.2573987,7.2069694,7.2724906,7.3021174,5.8234707,7.2894927,7.212569,7.311066,7.230248
7.5144917,7.2814985,6.7434975,7.1981836,7.1551133,4.9030357,4.698035,7.176217,7.200169,7.305112,7.345923,7.2507907
7.2476197,7.2201487,7.1978227,7.5168816,7.200014,7.245348,7.2374702,7.2048436,7.200179,7.2159577,7.528209,7.3692547
7.2433287,7.1124826,7.393735,7.241005,7.376526,3.645563,5.37015,7.260322,7.2008058,7.215638,7.687816,7.2792536
4.591186,7.2548595,7.309921,5.4324738,7.041716,7.0259934,4.861109,5.753274,7.2001244,7.192478,7.1655937,7.198643
7.2228056,7.248069,7.241574,8.988773,7.196278,7.203421,7.2791363,7.849036,7.433244,7.2177683,7.3720995,7.2562223
7.201685,7.195658,7.4283043,7.2235704,7.2385455,4.7664705,6.075431,5.63859,7.867441,7.198226,7.595418,7.314293
7.3376866,7.219264,7.0220076,7.152835,5.931277,7.2137433,6.5839106,5.8648296,7.3648344,7.2243696,7.2528196,7.2767235
7.239975,7.617283,7.356973,7.270824,7.1978866,7.1923314,7.256731,7.2618824,7.2001844,7.209725,7.414802,7.4656354
7.1485106,4.3899237,6.824759,7.1504246,7.1784645,3.1586832,3.363403,7.210985,7.2858215,7.3523766,7.226648,7.210405
7.268868,7.307868,7.2839137,5.3418265,7.2094007,4.1466776,6.3972813,3.7845365,7.200186,7.210287,7.4118057,7.2362815
7.198368,7.2232023,6.0561663,5.371039,4.7788125,5.4511147,3.6631027,4.909038,7.861166,7.2712027,7.329808,7.190662
6.9999205,7.4219166,7.072441,6.5440374,6.465924,7.3361584,5.293512,5.687027,7.730846,7.2080527,7.31644,7.276767
7.2007643,7.211603,7.2064587,7.2604075,7.202029,6.9165126,7.209439,7.289842,7.283972,7.216163,7.226531,7.205262
4.5882226,7.1019145,7.301171,5.1813365,3.5784405,4.484673,7.20061,6.5712863,7.2002426,7.22203,7.295474,7.2243668
7.2162057,7.2425815,6.163164,5.1695586,4.886445,7.264007,6.6729136,5.2181126,7.200246,7.218896,7.336416,7.261424
7.2199183,7.2473336,7.2358376,7.4489127,6.573529,7.216534,7.2154704,7.3021856,7.200383,7.2241193,7.225017,7.232481
6.2273966,7.155458,7.253495,5.7135564,5.726512,5.672613,6.2071687,5.6353484,7.2001096,7.2174355,7.686641,8.150527
7.2298275,7.2652694,11.059883,7.2656523,7.2022377,7.198637,7.2437306,7.218136,7.2002154,7.213889,7.3194476,7.2863184
6.549773,6.3183123,3.5684741,7.1907755,3.272581,3.3604392,3.775464,7.1223823,7.624866,7.0070606,7.220606,7.218005
3.4841262,7.2429524,6.420303,3.613266,5.2124516,7.215662,7.32904,4.5382606,7.341655,7.3034054,7.2097126,7.280845
